IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
151.145.74.56,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,6.34
141.147.186.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,6.34
158.101.136.239,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,6.33
158.101.70.155,8080,8080,false,NRT,Asia Pacific,Tokyo,77,6.32
158.101.159.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,6.32
158.101.69.144,2087,2087,true,HKG,Asia Pacific,Hong Kong,179,6.32
151.145.65.203,2083,2083,true,HKG,Asia Pacific,Hong Kong,236,6.32
168.138.211.131,2096,2096,true,HKG,Asia Pacific,Hong Kong,204,6.32
152.70.106.185,8443,8443,true,NRT,Asia Pacific,Tokyo,95,6.32
155.248.182.244,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,6.31
151.145.68.166,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,6.30
158.178.246.169,2087,2087,true,SIN,Asia Pacific,Singapore,80,6.29
158.101.155.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,6.29
151.145.74.199,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,6.29
158.101.65.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,147,6.28
168.138.205.38,2096,2096,true,NRT,Asia Pacific,Tokyo,102,6.27
150.230.105.53,2095,2095,false,SIN,Asia Pacific,Singapore,157,6.27
158.101.152.221,80,80,false,HKG,Asia Pacific,Hong Kong,158,6.26
138.3.215.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,6.26
168.138.197.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,6.25
152.70.99.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,141,6.23
155.248.162.160,8080,8080,false,HKG,Asia Pacific,Hong Kong,151,6.23
150.230.205.56,2095,2095,false,SIN,Asia Pacific,Singapore,161,6.23
158.101.69.144,80,80,false,HKG,Asia Pacific,Hong Kong,138,6.22
168.138.198.53,80,80,false,NRT,Asia Pacific,Tokyo,116,6.21
141.147.191.132,2052,2052,false,SIN,Asia Pacific,Singapore,155,6.21
151.145.74.56,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,6.21
158.101.150.74,2052,2052,false,HKG,Asia Pacific,Hong Kong,150,6.21
138.2.14.248,2096,2096,true,HKG,Asia Pacific,Hong Kong,157,6.21
138.2.14.209,2096,2096,true,LAX,North America,Los Angeles,184,6.20
158.101.68.100,80,80,false,HKG,Asia Pacific,Hong Kong,145,6.20
168.138.162.187,443,443,true,SIN,Asia Pacific,Singapore,60,6.20
150.230.201.162,80,80,false,HKG,Asia Pacific,Hong Kong,148,6.20
168.138.212.74,2087,2087,true,HKG,Asia Pacific,Hong Kong,222,6.20
155.248.180.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,155,6.18
158.101.155.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,151,6.18
138.2.14.248,2083,2083,true,HKG,Asia Pacific,Hong Kong,129,6.18
138.3.212.162,8880,8880,false,SIN,Asia Pacific,Singapore,152,6.18
141.147.104.133,443,443,true,FRA,Europe,Frankfurt,290,6.17
138.3.212.162,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,6.17
138.3.215.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,135,6.16
158.101.140.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,6.16
155.248.179.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,6.15
152.70.106.195,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,6.14
138.3.212.226,2082,2082,false,HKG,Asia Pacific,Hong Kong,141,6.14
168.138.213.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,148,6.14
132.145.124.198,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,6.13
138.3.215.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,134,6.13
138.2.14.164,8443,8443,true,HKG,Asia Pacific,Hong Kong,167,6.12
155.248.176.98,8080,8080,false,HKG,Asia Pacific,Hong Kong,145,6.12
158.101.146.160,2052,2052,false,HKG,Asia Pacific,Hong Kong,138,6.11
155.248.176.68,2096,2096,true,NRT,Asia Pacific,Tokyo,80,6.11
150.230.213.95,2082,2082,false,LAX,North America,Los Angeles,237,6.11
132.145.127.51,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,6.11
138.2.20.230,8880,8880,false,LAX,North America,Los Angeles,182,6.10
158.101.155.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,163,6.09
151.145.69.105,2082,2082,false,HKG,Asia Pacific,Hong Kong,134,6.09
168.138.196.164,2087,2087,true,HKG,Asia Pacific,Hong Kong,155,6.09
158.101.142.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,147,6.09
138.2.20.230,2053,2053,true,SIN,Asia Pacific,Singapore,173,6.08
138.3.212.162,2096,2096,true,HKG,Asia Pacific,Hong Kong,146,6.08
158.101.146.160,8443,8443,true,HKG,Asia Pacific,Hong Kong,192,6.08
150.230.106.21,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,6.08
155.248.179.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,150,6.06
158.101.69.144,8880,8880,false,SIN,Asia Pacific,Singapore,152,6.05
155.248.176.68,2086,2086,false,SIN,Asia Pacific,Singapore,153,6.05
132.145.127.51,80,80,false,HKG,Asia Pacific,Hong Kong,150,6.05
155.248.162.160,2095,2095,false,HKG,Asia Pacific,Hong Kong,150,6.05
150.230.105.53,80,80,false,HKG,Asia Pacific,Hong Kong,140,6.05
168.138.217.146,2096,2096,true,LAX,North America,Los Angeles,214,6.05
138.3.220.4,8080,8080,false,HKG,Asia Pacific,Hong Kong,146,6.05
158.101.150.126,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,6.04
132.145.127.51,2083,2083,true,HKG,Asia Pacific,Hong Kong,152,6.04
155.248.162.160,2082,2082,false,HKG,Asia Pacific,Hong Kong,163,6.04
168.138.209.84,2052,2052,false,HKG,Asia Pacific,Hong Kong,144,6.04
150.230.199.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,6.04
150.230.101.13,2083,2083,true,HKG,Asia Pacific,Hong Kong,165,6.04
150.230.101.125,2095,2095,false,HKG,Asia Pacific,Hong Kong,138,6.04
138.3.212.144,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,6.03
168.138.200.155,2053,2053,true,HKG,Asia Pacific,Hong Kong,144,6.03
158.101.137.74,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,6.02
150.230.109.138,2086,2086,false,HKG,Asia Pacific,Hong Kong,147,6.02
158.101.139.42,8080,8080,false,HKG,Asia Pacific,Hong Kong,189,6.02
152.70.106.195,2052,2052,false,HKG,Asia Pacific,Hong Kong,147,6.02
138.3.212.162,2052,2052,false,HKG,Asia Pacific,Hong Kong,152,6.01
138.3.210.114,2086,2086,false,HKG,Asia Pacific,Hong Kong,141,6.01
150.230.212.87,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,6.01
155.248.181.4,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,6.00
138.2.21.31,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,6.00
168.138.211.188,80,80,false,HKG,Asia Pacific,Hong Kong,142,6.00
168.138.208.164,2082,2082,false,HKG,Asia Pacific,Hong Kong,155,6.00
138.2.19.122,2087,2087,true,HKG,Asia Pacific,Hong Kong,179,5.99
138.3.222.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,153,5.99
168.138.196.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,207,5.99
138.2.19.122,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,5.99
158.101.155.158,2082,2082,false,HKG,Asia Pacific,Hong Kong,147,5.98
158.101.140.154,2082,2082,false,HKG,Asia Pacific,Hong Kong,185,5.98
132.145.127.51,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,5.98
168.138.211.131,2095,2095,false,HKG,Asia Pacific,Hong Kong,160,5.97
168.138.195.31,2052,2052,false,NRT,Asia Pacific,Tokyo,75,5.97
158.101.131.218,2082,2082,false,SIN,Asia Pacific,Singapore,150,5.96
132.145.125.86,2096,2096,true,SIN,Asia Pacific,Singapore,150,5.96
152.70.102.124,80,80,false,HKG,Asia Pacific,Hong Kong,130,5.95
155.248.185.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,5.94
144.24.173.250,2053,443,true,FRA,Europe,Frankfurt,179,5.94
138.3.212.144,8080,8080,false,HKG,Asia Pacific,Hong Kong,144,5.93
155.248.181.4,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,5.92
150.230.196.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,153,5.91
138.2.8.232,2087,2087,true,NRT,Asia Pacific,Tokyo,114,5.91
138.2.21.31,2083,2083,true,HKG,Asia Pacific,Hong Kong,193,5.91
158.101.150.74,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,5.91
168.138.217.146,2087,2087,true,NRT,Asia Pacific,Tokyo,106,5.91
64.110.88.200,8443,80,false,ICN,Asia Pacific,Seoul,67,5.90
158.101.147.4,8880,8880,false,NRT,Asia Pacific,Tokyo,80,5.90
155.248.167.70,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,5.90
158.101.159.212,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,5.89
140.238.54.164,2087,2087,true,NRT,Asia Pacific,Tokyo,149,5.89
155.248.162.160,2083,2083,true,SIN,Asia Pacific,Singapore,159,5.89
158.101.140.255,2053,2053,true,HKG,Asia Pacific,Hong Kong,173,5.87
138.3.210.114,2095,2095,false,HKG,Asia Pacific,Hong Kong,194,5.87
152.70.107.26,8080,8080,false,LAX,North America,Los Angeles,187,5.87
151.145.64.170,2083,2083,true,HKG,Asia Pacific,Hong Kong,211,5.86
138.2.12.32,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,5.85
84.235.167.57,443,443,true,FRA,Europe,Frankfurt,170,5.83
158.101.131.218,2052,2052,false,SIN,Asia Pacific,Singapore,159,5.83
158.101.70.155,2096,2096,true,HKG,Asia Pacific,Hong Kong,150,5.82
168.138.207.64,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,5.81
155.248.180.103,2095,2095,false,SIN,Asia Pacific,Singapore,146,5.81
138.2.7.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,166,5.80
158.101.65.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,151,5.80
158.101.142.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,5.79
138.3.223.50,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,5.78
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,171,5.77
150.230.192.173,2052,2052,false,HKG,Asia Pacific,Hong Kong,139,5.77
158.101.81.4,2087,2087,true,HKG,Asia Pacific,Hong Kong,146,5.76
158.101.154.70,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,5.76
138.2.29.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,178,5.76
138.2.8.232,2096,2096,true,HKG,Asia Pacific,Hong Kong,154,5.76
158.101.152.221,2083,2083,true,HKG,Asia Pacific,Hong Kong,202,5.75
138.3.210.114,8880,8880,false,LAX,North America,Los Angeles,204,5.75
141.147.191.211,2095,2095,false,SIN,Asia Pacific,Singapore,153,5.75
138.3.215.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,135,5.75
132.145.125.86,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,5.75
132.145.125.86,2082,2082,false,HKG,Asia Pacific,Hong Kong,144,5.75
168.138.209.244,2096,2096,true,NRT,Asia Pacific,Tokyo,110,5.74
138.3.212.144,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,5.74
150.230.105.228,2082,2082,false,HKG,Asia Pacific,Hong Kong,138,5.74
138.2.14.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,5.74
158.101.158.251,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,5.73
152.70.106.195,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,5.73
155.248.185.38,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,5.72
155.248.167.70,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,5.72
158.101.145.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,146,5.71
138.3.223.50,2087,2087,true,HKG,Asia Pacific,Hong Kong,281,5.70
138.3.212.226,2095,2095,false,HKG,Asia Pacific,Hong Kong,187,5.70
141.147.71.173,443,443,true,FRA,Europe,Frankfurt,159,5.70
152.70.111.251,2086,2086,false,NRT,Asia Pacific,Tokyo,82,5.70
168.138.206.68,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,5.70
138.2.13.133,8880,8880,false,NRT,Asia Pacific,Tokyo,79,5.69
151.145.71.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,5.69
151.145.68.104,8880,8880,false,NRT,Asia Pacific,Tokyo,79,5.69
138.3.212.226,80,80,false,HKG,Asia Pacific,Hong Kong,140,5.68
168.138.217.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,5.68
158.179.180.233,80,80,false,NRT,Asia Pacific,Tokyo,75,5.68
150.230.202.132,80,80,false,HKG,Asia Pacific,Hong Kong,145,5.68
138.3.212.144,2095,2095,false,HKG,Asia Pacific,Hong Kong,153,5.67
168.138.213.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,165,5.67
158.101.140.255,2095,2095,false,SIN,Asia Pacific,Singapore,171,5.66
138.2.14.248,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,5.66
158.101.88.214,2087,2087,true,NRT,Asia Pacific,Tokyo,103,5.65
158.101.159.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,5.65
138.3.217.39,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,5.65
158.101.145.246,2095,2095,false,SIN,Asia Pacific,Singapore,150,5.64
158.178.246.169,2083,2083,true,SIN,Asia Pacific,Singapore,62,5.64
158.101.142.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,144,5.64
158.101.68.48,2083,2083,true,NRT,Asia Pacific,Tokyo,79,5.63
150.230.202.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,158,5.63
158.101.150.126,2095,2095,false,HKG,Asia Pacific,Hong Kong,149,5.63
151.145.69.105,8443,8443,true,HKG,Asia Pacific,Hong Kong,134,5.63
152.70.104.69,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,5.62
138.2.21.31,80,80,false,HKG,Asia Pacific,Hong Kong,143,5.62
151.145.70.28,80,80,false,HKG,Asia Pacific,Hong Kong,147,5.61
138.2.20.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,197,5.61
132.145.123.112,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,5.60
168.138.213.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,156,5.60
155.248.185.38,8443,8443,true,HKG,Asia Pacific,Hong Kong,189,5.59
158.101.89.33,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,5.58
155.248.181.4,2053,2053,true,SIN,Asia Pacific,Singapore,162,5.58
146.56.172.153,80,80,false,NRT,Asia Pacific,Tokyo,80,5.58
155.248.180.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,5.57
138.3.212.226,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,5.57
138.2.6.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,176,5.57
138.2.7.72,80,80,false,SIN,Asia Pacific,Singapore,148,5.56
168.138.217.146,8080,8080,false,SIN,Asia Pacific,Singapore,157,5.56
155.248.168.251,8880,8880,false,NRT,Asia Pacific,Tokyo,79,5.56
138.3.212.162,2053,2053,true,HKG,Asia Pacific,Hong Kong,150,5.56
152.70.104.69,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,5.55
155.248.169.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,5.55
158.179.183.2,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,5.55
151.145.68.104,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,5.55
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,81,5.54
168.138.194.121,2086,2086,false,NRT,Asia Pacific,Tokyo,84,5.54
138.3.222.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,199,5.54
158.101.158.251,2083,2083,true,HKG,Asia Pacific,Hong Kong,145,5.53
155.248.168.251,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,5.53
140.238.59.255,2053,2053,true,HKG,Asia Pacific,Hong Kong,154,5.53
158.101.146.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,209,5.53
138.3.214.43,2086,2086,false,NRT,Asia Pacific,Tokyo,80,5.52
168.138.212.175,2096,2096,true,HKG,Asia Pacific,Hong Kong,218,5.51
158.101.154.70,2083,2083,true,HKG,Asia Pacific,Hong Kong,189,5.51
152.70.106.185,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,5.51
138.3.222.135,443,443,true,HKG,Asia Pacific,Hong Kong,76,5.50
168.138.196.164,2095,2095,false,HKG,Asia Pacific,Hong Kong,139,5.50
168.138.211.131,2083,2083,true,HKG,Asia Pacific,Hong Kong,225,5.50
150.230.216.34,80,80,false,HKG,Asia Pacific,Hong Kong,145,5.50
158.101.88.214,8443,8443,true,SIN,Asia Pacific,Singapore,150,5.50
155.248.169.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,146,5.48
168.138.205.38,8443,8443,true,HKG,Asia Pacific,Hong Kong,222,5.48
155.248.182.244,2083,2083,true,SIN,Asia Pacific,Singapore,160,5.48
158.101.150.126,2052,2052,false,HKG,Asia Pacific,Hong Kong,195,5.48
158.101.139.42,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,5.47
168.138.200.159,2096,2096,true,HKG,Asia Pacific,Hong Kong,156,5.46
150.230.99.173,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,5.46
152.70.107.26,80,80,false,HKG,Asia Pacific,Hong Kong,165,5.45
168.138.212.74,8443,8443,true,HKG,Asia Pacific,Hong Kong,183,5.44
152.70.106.185,2096,2096,true,HKG,Asia Pacific,Hong Kong,161,5.43
152.70.234.188,443,443,true,HKG,Asia Pacific,Hong Kong,85,5.43
158.101.154.70,2095,2095,false,SIN,Asia Pacific,Singapore,152,5.43
168.138.212.175,2053,2053,true,HKG,Asia Pacific,Hong Kong,185,5.42
150.230.214.218,2082,2082,false,NRT,Asia Pacific,Tokyo,121,5.42
150.230.105.179,2053,2053,true,HKG,Asia Pacific,Hong Kong,232,5.41
158.179.180.233,2086,2086,false,NRT,Asia Pacific,Tokyo,83,5.41
138.3.220.4,2083,2083,true,HKG,Asia Pacific,Hong Kong,174,5.41
158.101.155.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,150,5.41
168.138.195.31,2087,2087,true,HKG,Asia Pacific,Hong Kong,164,5.40
158.101.65.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,139,5.39
158.101.159.212,2082,2082,false,SIN,Asia Pacific,Singapore,153,5.38
155.248.176.68,80,80,false,HKG,Asia Pacific,Hong Kong,154,5.38
150.230.101.125,8443,8443,true,HKG,Asia Pacific,Hong Kong,168,5.38
138.3.223.50,2052,2052,false,SIN,Asia Pacific,Singapore,155,5.37
138.2.29.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,5.37
138.3.215.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,5.37
151.145.69.105,8880,8880,false,HKG,Asia Pacific,Hong Kong,132,5.36
138.2.139.247,443,443,true,FRA,Europe,Frankfurt,205,5.36
158.101.150.74,2083,2083,true,HKG,Asia Pacific,Hong Kong,174,5.36
158.101.146.160,2082,2082,false,HKG,Asia Pacific,Hong Kong,149,5.35
168.138.217.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,157,5.35
193.123.233.143,2083,80,false,LAX,North America,Los Angeles,67,5.34
168.138.200.155,2083,2083,true,LAX,North America,Los Angeles,220,5.34
138.3.217.39,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,5.34
155.248.179.132,2083,2083,true,HKG,Asia Pacific,Hong Kong,151,5.34
151.145.71.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,5.33
141.144.197.5,443,443,true,FRA,Europe,Frankfurt,179,5.33
150.230.193.89,8080,8080,false,HKG,Asia Pacific,Hong Kong,153,5.33
158.179.178.145,8080,8080,false,NRT,Asia Pacific,Tokyo,86,5.33
129.153.165.237,443,443,true,IAD,North America,Ashburn,222,5.33
132.145.124.198,2087,2087,true,HKG,Asia Pacific,Hong Kong,146,5.32
158.101.69.144,8080,8080,false,HKG,Asia Pacific,Hong Kong,145,5.32
151.145.68.104,2096,2096,true,HKG,Asia Pacific,Hong Kong,149,5.30
168.138.206.236,8443,8443,true,HKG,Asia Pacific,Hong Kong,205,5.29
150.230.212.87,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,5.29
155.248.180.57,2083,2083,true,SIN,Asia Pacific,Singapore,161,5.29
138.3.211.101,8080,8080,false,HKG,Asia Pacific,Hong Kong,151,5.29
155.248.176.98,2053,2053,true,HKG,Asia Pacific,Hong Kong,159,5.29
158.101.159.212,2087,2087,true,HKG,Asia Pacific,Hong Kong,195,5.27
168.138.212.74,80,80,false,SIN,Asia Pacific,Singapore,160,5.27
158.101.140.255,2096,2096,true,HKG,Asia Pacific,Hong Kong,152,5.26
150.230.193.89,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,5.26
140.238.38.245,8443,8443,true,NRT,Asia Pacific,Tokyo,88,5.25
150.230.217.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,5.24
168.138.194.121,2053,2053,true,HKG,Asia Pacific,Hong Kong,185,5.23
151.145.74.199,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,5.23
168.138.209.84,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,5.23
158.101.131.218,80,80,false,HKG,Asia Pacific,Hong Kong,146,5.22
138.3.212.162,2087,2087,true,HKG,Asia Pacific,Hong Kong,160,5.21
152.70.98.174,8080,8080,false,HKG,Asia Pacific,Hong Kong,149,5.21
168.138.200.159,2083,2083,true,SIN,Asia Pacific,Singapore,212,5.20
155.248.160.83,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,5.19
158.101.150.126,2087,2087,true,HKG,Asia Pacific,Hong Kong,159,5.18
158.101.155.158,2083,2083,true,HKG,Asia Pacific,Hong Kong,158,5.18
151.145.71.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,5.18
139.185.34.131,443,443,true,CDG,Europe,Paris,120,5.18
138.3.212.226,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,5.18
138.2.29.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,163,5.16
64.110.103.69,443,443,true,KIX,Asia Pacific,Osaka,82,5.16
152.70.104.69,2052,2052,false,SIN,Asia Pacific,Singapore,170,5.16
150.230.104.197,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,5.15
158.101.140.255,2082,2082,false,NRT,Asia Pacific,Tokyo,75,5.15
158.101.159.181,2052,2052,false,LAX,North America,Los Angeles,204,5.15
168.138.208.164,8443,8443,true,NRT,Asia Pacific,Tokyo,108,5.14
150.230.192.173,2086,2086,false,HKG,Asia Pacific,Hong Kong,189,5.14
138.3.214.43,2087,2087,true,HKG,Asia Pacific,Hong Kong,143,5.14
168.138.214.62,2083,2083,true,NRT,Asia Pacific,Tokyo,111,5.13
150.230.101.13,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,5.13
151.145.70.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,161,5.13
168.138.211.188,2087,2087,true,HKG,Asia Pacific,Hong Kong,176,5.11
155.248.167.70,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,5.11
158.101.149.81,8080,8080,false,HKG,Asia Pacific,Hong Kong,145,5.10
138.2.13.133,2095,2095,false,NRT,Asia Pacific,Tokyo,80,5.09
158.101.154.70,2087,2087,true,HKG,Asia Pacific,Hong Kong,195,5.09
138.3.215.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,187,5.08
158.101.155.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,188,5.08
155.248.160.83,2096,2096,true,HKG,Asia Pacific,Hong Kong,152,5.08
150.230.108.135,2087,2087,true,NRT,Asia Pacific,Tokyo,106,5.07
150.230.105.179,2096,2096,true,HKG,Asia Pacific,Hong Kong,178,5.07
152.70.99.187,80,80,false,HKG,Asia Pacific,Hong Kong,159,5.07
138.2.24.114,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,5.07
140.238.38.245,2053,2053,true,NRT,Asia Pacific,Tokyo,105,5.07
158.101.142.103,2096,2096,true,NRT,Asia Pacific,Tokyo,80,5.07
138.2.13.200,2096,2096,true,HKG,Asia Pacific,Hong Kong,167,5.07
152.70.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,112,5.06
152.70.107.26,2087,2087,true,NRT,Asia Pacific,Tokyo,83,5.06
138.3.212.144,8880,8880,false,HKG,Asia Pacific,Hong Kong,147,5.05
138.3.210.114,2087,2087,true,HKG,Asia Pacific,Hong Kong,150,5.05
141.147.98.76,443,443,true,FRA,Europe,Frankfurt,174,5.05
138.3.212.162,80,80,false,HKG,Asia Pacific,Hong Kong,149,5.05
158.101.142.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,158,5.04
152.70.106.195,2083,2083,true,HKG,Asia Pacific,Hong Kong,146,5.04
158.101.89.33,2053,2053,true,NRT,Asia Pacific,Tokyo,84,5.03
168.138.196.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,5.03
141.147.102.25,443,443,true,FRA,Europe,Frankfurt,334,5.03
150.230.208.83,2052,2052,false,HKG,Asia Pacific,Hong Kong,157,5.03
140.238.61.224,2083,2083,true,NRT,Asia Pacific,Tokyo,95,5.03
168.138.206.236,2087,2087,true,HKG,Asia Pacific,Hong Kong,182,5.02
158.101.131.218,2053,2053,true,HKG,Asia Pacific,Hong Kong,144,5.02
168.138.212.175,8443,8443,true,SIN,Asia Pacific,Singapore,169,5.02
150.230.101.13,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,5.02
151.145.74.199,80,80,false,HKG,Asia Pacific,Hong Kong,147,5.02
158.101.149.81,2053,2053,true,SIN,Asia Pacific,Singapore,196,5.02
168.138.208.164,2096,2096,true,HKG,Asia Pacific,Hong Kong,148,5.02
155.248.179.132,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,5.01
150.230.104.197,8080,8080,false,HKG,Asia Pacific,Hong Kong,159,5.01
168.138.217.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,187,5.01
138.2.29.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,167,5.00
138.3.217.39,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,4.99
155.248.180.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,158,4.99
129.146.248.140,443,443,true,LAX,North America,Los Angeles,196,4.99
151.145.69.105,2087,2087,true,HKG,Asia Pacific,Hong Kong,139,4.98
168.138.211.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,4.97
158.101.131.218,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,4.97
158.101.145.246,8080,8080,false,NRT,Asia Pacific,Tokyo,77,4.97
168.138.206.68,80,80,false,HKG,Asia Pacific,Hong Kong,150,4.96
168.138.212.74,2053,2053,true,HKG,Asia Pacific,Hong Kong,174,4.95
151.145.65.203,2096,2096,true,HKG,Asia Pacific,Hong Kong,202,4.94
158.101.146.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,4.94
155.248.180.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,175,4.93
158.101.155.158,8443,8443,true,HKG,Asia Pacific,Hong Kong,158,4.93
